Address,BBL,BIN,BoroCD,Borough,CT2010,CouncilDistrict,Items_Accepted,Latitude,Longitude,NTAName,Nonprofit_Organization,Number,ObjectId,Operations_Type,Public_Email,Public_Phone,Street,Unit,Vendor_Name,Website,point,zipcode,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
23 Bogart St,3031180000,3071586,301,Brooklyn,485,34,Contact store for details,40.70404,-73.9333,Bushwick South,FALSE,23,68,Organizations/Thrift Stores,service@beaconscloset.com,(718) 417-5683,Bogart St,,beacon's closet,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=425&BId=431,POINT (-73.933295 40.704037),11206,17213,36,2,30,56
1535 Broadway,1010170000,1024727,105,Manhattan,119,3,Denim only.,40.75874,-73.98619,Midtown-Midtown South,FALSE,1535,168,Retail Store Takeback Programs,N/A,212-643-4358,Broadway,,Levi Strauss,https://www.levi.com/US/en_US/blog/article/where-to-recycle-your-clothes/�,POINT (-73.9861885 40.7587381),10036,13094,11,4,10,10
2 Tompkins Ave,5005450000,5014173,501,Staten Island,29,49,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.6242,-74.0797,Stapleton-Rosebank,FALSE,2,693,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Tompkins Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.079695 40.624194),10304,10691,4,1,13,74
262 Lewis Ave,3016340000,3044599,303,Brooklyn,277,36,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.68732,-73.9361,Stuyvesant Heights,FALSE,262,746,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Lewis Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.936097 40.687324999999994),11221,18181,69,2,49,52
762 Sheffield Ave,3043210000,3097263,305,Brooklyn,1104,42,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.65838,-73.89203,East New York,FALSE,762,1003,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Sheffield Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.892027 40.65838099999999),11207,17214,45,2,25,47
2280 Tillotson Ave,2052500000,2072437,210,Bronx,46201,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.88237,-73.82635,Co-op City,FALSE,2280,619,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Tillotson Ave,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.826353 40.882375),10475,12344,43,5,2,28
172 E 161 St,2024590000,2002796,204,Bronx,5902,16,"Clothing, Shoes, Linens, Accessories",40.82647,-73.92197,East Concourse-Concourse Village,TRUE,172,184,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7476,E 161 St,,Bronx Borough Hall Greenmarket: GrowNYC Clothing & Textile Reycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=42&BId=85,POINT (-73.921965 40.826468999999996),10451,10929,50,5,42,27
114-05 Farmers Blvd,4110070000,4236214,412,Queens,526,27,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.69778,-73.76199,St. Albans,FALSE,114-05,888,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Farmers Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.761993 40.69778099999999),11412,15312,41,3,6,71
44 W 8 St,1005530000,1008939,102,Manhattan,63,1,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs, Other",40.73302,-73.99857,West Village,TRUE,44,393,Nonprofit Organizations/Thrift Stores,info@goodwillnynj.org,718-728-5400,W 8 St,,Goodwill Industries of Greater New York & Northern New Jersey,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=10&BId=11,POINT (-73.998567 40.73302499999999),10011,12074,57,4,32,3
1040 Madison Ave,1014910000,1046434,108,Manhattan,142,4,Contact store for details,40.77663,-73.96227,Upper East Side-Carnegie Hill,FALSE,1040,155,Retail Store Takeback Programs,help@jcrew.com,212-453-2677,Madison Ave,,J. Crew,https://bluejeansgogreen.org/recycle-denim/,POINT (-73.962272 40.776635),10075,10092,23,4,51,11
150 E 86 St,1015148000,1088463,108,Manhattan,14801,5,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.77914,-73.95536,Upper East Side-Carnegie Hill,FALSE,150,811,Retail Store Takeback Programs,info@hm.com,855-466-7467,E 86 St,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-73.9553592 40.779145599999985),10028,12425,23,4,1,11
39 1/2 Washington Sq. South,1005430000,1008759,102,Manhattan,65,1,Contact store for details,40.73093,-73.99928,West Village,FALSE,39,132,Organizations/Thrift Stores,cara@clementineconsignment.com,212-228-9333,1/2 Washington Sq. South,,Clementine Consignment,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=239&BId=287,POINT (-73.999277 40.73092700000001),10012,11724,57,4,32,3
2443 Richmond Ave,0,0,502,Staten Island,27702,51,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.58881,-74.16758,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,FALSE,2443,684,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Richmond Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.167578 40.588811),10314,10700,30,1,9,75
143 W 17 St,1007930000,1014650,104,Manhattan,81,3,"Clothing, Shoes, Coats, Accessories",40.74025,-73.99715,Hudson Yards-Chelsea-Flatiron-Union Square,TRUE,143,240,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,W 17 St,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=124,POINT (-73.997146 40.74024800000001),10011,12074,12,4,10,7
229 Knickerbocker Ave,3031870000,3072538,304,Brooklyn,427,34,"Clothing, Shoes, Coats",40.70313,-73.92542,Bushwick North,FALSE,229,278,Publicly Accessible Donation Bins,N/A,631-225-5246,Knickerbocker Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.925419 40.703128),11237,13828,42,2,30,53
1701 Purdy St,2039430000,2033976,209,Bronx,21002,18,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.8396,-73.85432,Parkchester,FALSE,1701,773,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Purdy St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.854316 40.839596),10462,11271,58,5,31,26
168 Ave B,1004040000,1005139,103,Manhattan,34,2,"Clothing, Shoes, Accessories, Coats, Bedding And Linens",40.72726,-73.97986,East Village,TRUE,168,1109,Nonprofit Organizations/Thrift Stores,info@churchofgooddeeds.org,917-325-4548,Ave B,,Church of Good Deeds,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3610&BId=3627,POINT (-73.979858 40.727262999999994),10009,11729,70,4,50,5
3400 Baychester Ave,2052570000,2072460,212,Bronx,46202,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.87955,-73.83724,Co-op City,FALSE,3400,1019,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Baychester Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.837243 40.879549),10475,12344,29,5,2,30
99-30 Corona Ave,4019260000,4047340,404,Queens,413,21,"Clothing, Shoes",40.74382,-73.86223,Corona,FALSE,99-30,430,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Corona Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.862225 40.74381799999999),11368,14510,66,3,21,68
74 Guernsey St,3026440000,3066007,301,Brooklyn,569,33,Contact store for details,40.72371,-73.95256,Greenpoint,FALSE,74,73,Organizations/Thrift Stores,service@beaconscloset.com,(718) 486-0816,Guernsey St,,beacon's closet,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=425&BId=428,POINT (-73.95256 40.723712),11222,18182,36,2,38,57
115 E 138 St,2023440000,2001023,201,Bronx,63,8,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.81384,-73.93066,West Concourse,FALSE,115,1030,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 138 St,,Helpsy,https://www.helpsy.co/,POINT (-73.930654 40.813835000000005),10451,10929,49,5,35,23
111-17 Sutphin Blvd,4121550000,4310826,412,Queens,270,28,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.68823,-73.79507,South Jamaica,FALSE,111-17,726,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Sutphin Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.795077 40.688230999999995),11435,24668,41,3,46,71
307 St Marks Pl,5000080000,5000076,501,Staten Island,3,49,"Clothing, Shoes, Coats, Accessories",40.64262,-74.07804,West New Brighton-New Brighton-St. George,TRUE,307,378,Nonprofit Organizations/Thrift Stores,N/A,718-720-2585,St Marks Pl,,Sky Light Center,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3537&BId=3516,POINT (-74.078038 40.64261999999998),10301,10369,4,1,13,74
381 Mother Gaston Blvd,3037260000,3083889,316,Brooklyn,908,41,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.66968,-73.90649,Brownsville,FALSE,381,992,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Mother Gaston Blvd,,Helpsy,https://www.helpsy.co/,POINT (-73.906496 40.669681),11212,17614,55,2,17,46
4801 Kings Hwy,3077320000,3213491,318,Brooklyn,724,45,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.63313,-73.93008,Flatlands,FALSE,4801,986,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Kings Hwy,,Helpsy,https://www.helpsy.co/,POINT (-73.930081 40.633131),11234,13825,5,2,26,38
266 5 Ave,3009610000,3020414,306,Brooklyn,133,39,"Clothing, Shoes, Coats, Accessories",40.67478,-73.98188,Park Slope-Gowanus,TRUE,266,229,Nonprofit Organizations/Thrift Stores,info@housingworks.org,347-473-7400,5 Ave,,Housing Works,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=66&BId=121,POINT (-73.981878 40.67478199999999),11215,17617,14,2,27,50
1081 Coney Island Ave,3066860000,3178916,314,Brooklyn,528,45,"Clothing, Shoes, Coats, Accessories, Bedding And Linens, Towels",40.63123,-73.96614,Flatbush,TRUE,1081,350,Nonprofit Organizations/Thrift Stores,info@copo.org,718-434-3266,Coney Island Ave,,Council of Peoples Organization (COPO),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=194&BId=252,POINT (-73.966141 40.63123000000001),11230,13513,60,2,26,43
104-38 Jamaica Ave,4092890000,4194285,409,Queens,12602,32,"Clothing, Shoes",40.69498,-73.84209,Richmond Hill,FALSE,104-38,450,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Jamaica Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.84209600000001 40.69498),11418,24014,46,3,41,60
2655 Richmond Ave,5024000000,5039658,502,Staten Island,27702,51,The nonprofit Free the Girls accepts gently-used bras at this store location.,40.5824,-74.16589,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,TRUE,2655,78,Retail Store Takeback Programs,N/A,(800) 433-2367,Richmond Ave,,Adore Me,https://freethegirls.org/,POINT (-74.1658856 40.58239789999998),10314,10700,30,1,9,75
2241 Southern Blvd,2031120000,2102581,206,Bronx,393,15,"Clothing, Shoes",40.84929,-73.88354,Belmont,FALSE,2241,564,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Southern Blvd,,Usagain LLC,http://www.usagain.com/,POINT (-73.883535 40.849290999999994),10460,11269,35,5,22,31
627 Broadway,1005230000,1008237,102,Manhattan,5501,1,"Bedding - sheets & blankets. All brands in clean, dry condition accepted. Please place sheets in a sealed plastic bag. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/",40.72618,-73.99651,West Village,FALSE,627,16,Retail Store Takeback Programs,support@casper.com,(646) 880-3033,Broadway,,Casper Sleep Shop,https://casper.com/,POINT (-73.996509 40.72618309999999),10012,12075,57,4,32,3
300 W Service Rd,5027050000,5041895,502,Staten Island,29102,50,"Clothing, Shoes, Coats",40.58616,-74.19395,New Springville-Bloomfield-Travis,FALSE,300,260,Publicly Accessible Donation Bins,N/A,631-225-5246,W Service Rd,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-74.193957 40.58616399999999),10314,10700,30,1,14,75
138-35 Springfield Blvd,4130360000,4280466,413,Queens,328,31,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.67393,-73.75567,Laurelton,FALSE,138-35,725,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Springfield Blvd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.755669 40.673927),11413,15313,63,3,47,63
140 Bay St,5000050000,5000020,501,Staten Island,3,49,"Clothing, Shoes, Accessories, Coats",40.63892,-74.07607,West New Brighton-New Brighton-St. George,FALSE,140,315,Organizations/Thrift Stores,clothing@etgstores.com,718-273-7139,Bay St,,Every Thing Goes Thrift & Vintage Clothing,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=1872&BId=1820,POINT (-74.076069 40.63892499999999),10301,10369,4,1,13,74
609 Hegeman Ave,3043010000,3096602,305,Brooklyn,1128,42,"Clothing, Shoes",40.66112,-73.88949,East New York (Pennsylvania Ave),FALSE,609,495,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Hegeman Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.88949 40.66111999999999),11207,17214,45,2,25,47
21-02 21 Ave,4008800000,4019647,401,Queens,103,22,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.78121,-73.9156,Steinway,FALSE,21-Feb,860,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,21 Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.915596 40.78120999999999),11105,16862,39,3,4,72
2220 Broadway,1012270000,1032624,107,Manhattan,167,6,Shoes,40.78398,-73.97956,Upper West Side,FALSE,2220,29,Retail Store Takeback Programs,CUSTOMERSERVICE@DSW.COM,(917) 746-9422,Broadway,,DSW,https://www.dsw.com/en/us/content/give-a-pair,POINT (-73.979561 40.78398099999998),10024,12421,20,4,19,12
2071 Clove Rd,5029210000,5112655,502,Staten Island,50,50,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.60495,-74.08302,Grasmere-Arrochar-Ft. Wadsworth,FALSE,2071,669,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Clove Rd,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-74.083021 40.604946),10304,10691,30,1,14,76
758 E 233 St,2048460000,2063716,212,Bronx,422,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89249,-73.85546,Williamsbridge-Olinville,FALSE,758,1035,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,E 233 St,,Helpsy,https://www.helpsy.co/,POINT (-73.85546 40.89249399999999),10466,11275,29,5,2,30
84-12 164 St,4097920000,4209540,408,Queens,450,24,"Clothing, Shoes",40.71376,-73.80231,Briarwood-Jamaica Hills,FALSE,Dec-84,415,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,164 St,,Usagain LLC,http://www.usagain.com/,POINT (-73.802315 40.713765),11432,24340,25,3,24,65
2259 Ralph Ave,3083520000,3235547,318,Brooklyn,69601,46,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.62281,-73.91708,Georgetown-Marine Park-Bergen Beach-Mill Basin,FALSE,2259,101,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,Ralph Ave,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-73.917079 40.622814999999996),11234,13825,5,2,8,38
4220 Bronx Blvd,2049930000,2068022,212,Bronx,420,11,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.89528,-73.86076,Williamsbridge-Olinville,FALSE,4220,607,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,Bronx Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.860761 40.895283000000006),10466,11275,29,5,40,30
976 Park Pl,3012420000,3031601,308,Brooklyn,341,36,"Clothing, Shoes, Bedding And Linens, Towels, Coats",40.67293,-73.94519,Crown Heights North,TRUE,976,296,Nonprofit Organizations/Thrift Stores,N/A,718.756.8673,Park Pl,,Anchor House: Women's Facility,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3452&BId=3428,POINT (-73.94519 40.672931),11213,17615,16,2,49,49
824 Allerton Ave,2044410000,2051552,211,Bronx,328,13,"Clothing, Shoes, Coats, Other",40.86526,-73.86217,Bronxdale,FALSE,824,1104,Publicly Accessible Donation Bins,N/A,914-573-2266,Allerton Ave,,Standard Recycling Corp,N/A,POINT (-73.862174 40.865259999999985),10467,11605,59,5,12,32
3936 10 Ave,1022230000,1064794,112,Manhattan,293,10,"Clothing, Shoes, Coats",40.86619,-73.918,Marble Hill-Inwood,FALSE,3936,281,Publicly Accessible Donation Bins,N/A,631-225-5246,10 Ave,,H&M Leasing Corp,https://www.handmleasing.org/,POINT (-73.918 40.866193),10034,13092,47,4,39,22
888 2 Ave,1013400000,1038905,106,Manhattan,90,4,"Clothing, Shoes, Linens, Accessories",40.75313,-73.9696,Turtle Bay-East Midtown,TRUE,888,206,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7978,2 Ave,,Dag Hammarskjold Plaza Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=82&BId=141,POINT (-73.969605 40.75312699999999),10017,12079,71,4,51,9
6822 3 Ave,3058620000,3145151,310,Brooklyn,68,43,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs",40.63618,-74.02605,Bay Ridge,TRUE,6822,579,Nonprofit Organizations/Thrift Stores,Donations@salvationarmyusa.org,718-833-6894,3 Ave,,The Salvation Army 3rd Ave,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=2227&BId=2183,POINT (-74.026053 40.63618400000001),11220,18180,10,2,44,41
14-79 Beach Channel Dr,4156500000,4587857,414,Queens,103201,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60987,-73.75387,Far Rockaway-Bayswater,FALSE,14-79,877,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Beach Channel Dr,,Helpsy,https://www.helpsy.co/,POINT (-73.753869 40.609873),11691,20529,51,3,47,59
122-11 Hillside Ave,4092680000,4193532,409,Queens,140,29,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.70237,-73.82852,Kew Gardens,FALSE,122-11,898,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Hillside Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.82852 40.70236899999998),11418,24011,46,3,28,60
4001 4 Ave,3007140000,3010582,307,Brooklyn,82,38,"Clothing, Shoes",40.65174,-74.00668,Sunset Park West,FALSE,4001,475,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,4 Ave,,Usagain LLC,http://www.usagain.com/,POINT (-74.00668100000001 40.651744),11232,13515,9,2,7,45
85-10 Northern Blvd,4014330000,4035201,403,Queens,281,25,"Clothing, Shoes, Coats, Towels",40.75564,-73.8819,Jackson Heights,TRUE,Oct-85,831,Publicly Accessible Donation Bins,N/A,866-931-0232,Northern Blvd,,Carecycle Inc,carecyclecares.com/,POINT (-73.881904 40.75563799999998),11372,14783,65,3,5,73
202 Livingston St,3001648000,3392981,302,Brooklyn,37,33,Clothing,40.6896,-73.98631,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,TRUE,202,368,Nonprofit Organizations/Thrift Stores,NYC@HelpPROM.org,718-625-1438,Livingston St,,Bridge Cleaners (Operation Prom),https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=3471&BId=3449,POINT (-73.986314 40.68960100000001),11201,16865,68,2,38,54
442 Throop Ave,3018000000,3050475,303,Brooklyn,263,36,"Clothing, Shoes",40.6888,-73.94239,Bedford,FALSE,442,510,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Throop Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.942388 40.688798999999996),11221,18181,69,2,49,51
250 Empire Blvd,3013140000,3034763,309,Brooklyn,327,40,"Clothing, Shoes, Coats, Other",40.66343,-73.95419,Prospect Lefferts Gardens-Wingate,FALSE,250,1096,Publicly Accessible Donation Bins,N/A,914-573-2266,Empire Blvd,,Standard Recycling Corp,N/A,POINT (-73.95419 40.663429),11225,13509,17,2,11,44
67-20 Main St,4064860000,4000000,408,Queens,809,24,"Clothing, Shoes, Accessories",40.73285,-73.82554,Kew Gardens Hills,FALSE,67-20,639,Publicly Accessible Donation Bins,�support@communityrecycling.biz,800-336-0141,Main St,,Community Recycling LLC,https://www.communityrecycling.biz/,POINT (-73.825539 40.732849),11367,14509,25,3,24,65
83 Pulaski St,3017710000,3049347,303,Brooklyn,261,36,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69271,-73.94817,Bedford,FALSE,83,752,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Pulaski St,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.948175 40.692713),11206,17213,69,2,49,51
127 N 6 St,3023270000,3329955,301,Brooklyn,553,33,Contact store for details,40.71804,-73.95901,North Side-South Side,FALSE,127,367,Retail Store Takeback Programs,contactus@madewell.com,718-599-0658,N 6 St,,Madewell,https://www.madewell.com/inspo-do-well-denim-recycling-landing.html,POINT (-73.959012 40.718046),11249,17613,36,2,38,57
18-33 Cornaga Ave,4155630000,4298277,414,Queens,101001,31,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60222,-73.75063,Far Rockaway-Bayswater,FALSE,18-33,882,Publicly Accessible Donation Bins,info@helpsy.co��,877-382-7417,Cornaga Ave,,Helpsy,https://www.helpsy.co/,POINT (-73.75063700000001 40.602224),11691,20529,51,3,47,59
1704 Second Ave,1015510000,1050067,108,Manhattan,14602,5,"Clothing, Shoes, Accessories, Coats, Bedding And Linens, Rugs, Other",40.77929,-73.95026,Yorkville,TRUE,1704,388,Nonprofit Organizations/Thrift Stores,info@goodwillnynj.org,718-728-5400,Second Ave,,Goodwill Industries of Greater New York & Northern New Jersey,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=10&BId=19,POINT (-73.950257 40.779289999999996),10128,10099,23,4,1,11
1602 Bronxdale Ave,2040910000,2044352,211,Bronx,244,13,"Clothing, Shoes",40.84382,-73.85691,Van Nest-Morris Park-Westchester Square,FALSE,1602,528,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Bronxdale Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.856907 40.843823),10462,11271,59,5,12,32
1260 Franklin Ave,2026150000,2004302,203,Bronx,149,16,"Clothing, Shoes",40.83089,-73.90239,Morrisania-Melrose,FALSE,1260,545,Publicly Accessible Donation Bins,info@usagain.com,718-810-2527,Franklin Ave,,Usagain LLC,http://www.usagain.com/,POINT (-73.902386 40.83089499999999),10456,10934,34,5,42,25
126-01 Hillside Ave,4092720000,4193672,409,Queens,140,29,"Clothing, Shoes, Coats, Towels",40.70297,-73.82529,Kew Gardens,TRUE,126-01,826,Publicly Accessible Donation Bins,N/A,866-931-0232,Hillside Ave,,Carecycle Inc,carecyclecares.com/,POINT (-73.825292 40.702973),11418,24011,46,3,28,60
9814 4 Ave,3061300000,3156003,310,Brooklyn,5602,43,"Clothing, Shoes, Coats, Accessories, Bedding, Towels, Other",40.61398,-74.033,Bay Ridge,FALSE,9814,96,Publicly Accessible Donation Bins,info@recyclingtech.com,(888) 243-3273,4 Ave,,American Recycling Technologies Inc.,http://www.americanrecyclingtech.com/,POINT (-74.032996 40.613983),11209,17216,10,2,44,41
1656 E 233 St,2049530000,2066550,212,Bronx,484,12,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.88813,-73.82782,Eastchester-Edenwald-Baychester,FALSE,1656,614,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,E 233 St,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.827823 40.888128),10466,11275,29,5,2,30
2114 Mermaid Ave,3070580000,3189549,313,Brooklyn,326,47,"Clothing, Shoes, Coats",40.57599,-73.9884,Seagate-Coney Island,TRUE,2114,344,Nonprofit Organizations/Thrift Stores,coneylighthouse@aol.com,718-415-1170,Mermaid Ave,,Coney Island Lighthouse Mission,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=457&BId=449,POINT (-73.988398 40.57599100000001),11224,18184,21,2,45,35
3902 Ave U,3085560000,3242301,318,Brooklyn,662,46,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.60789,-73.92495,Georgetown-Marine Park-Bergen Beach-Mill Basin,FALSE,3902,584,Publicly Accessible Donation Bins,info@usagain.com,718-942-5545,Ave U,,Usagain LLC,http://www.usagain.com/,POINT (-73.924949 40.607889),11234,13825,5,2,8,38
2101 Broadway,1011657000,1030544,107,Manhattan,159,6,Contact store for details,40.77975,-73.98196,Lincoln Square,FALSE,2101,146,Retail Store Takeback Programs,N/A,212-362-1000,Broadway,,The North Face,https://www.thenorthface.com/about-us/responsibility/product/clothes-the-loop.html,POINT (-73.981967 40.779755),10023,12420,20,4,19,12
2655 Richmond Ave,5024000000,5039658,502,Staten Island,27702,51,"Clothes and home textiles from any brand, in clean and dry condition. Bring in your items and receive 15% off your next purchase. Visit or call store for more details. I:CO partner - https://www.ico-spirit.com/en/.",40.58118,-74.16479,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,FALSE,2655,800,Retail Store Takeback Programs,info@hm.com,855-466-7467,Richmond Ave,,H&M,https://about.hm.com/en/sustainability/get-involved/recycle-your-clothes.html,POINT (-74.16479650000001 40.5811844),10314,10700,30,1,9,75
110 Cooper St,1022420000,1082056,112,Manhattan,303,10,"Clothing, Shoes, Linens, Accessories",40.869,-73.92068,Marble Hill-Inwood,TRUE,110,201,Textile Recycling at Farmers' Markets,recycle@grownyc.org,212-788-7973,Cooper St,,Inwood Greenmarket: GrowNYC Clothing & Textile Recycling Collections,https://www1.nyc.gov/assets/donate/giveandfind/residents/printvendorslist.shtml?Id=72&BId=132,POINT (-73.920683 40.86900099999999),10034,13092,47,4,39,22
509 Evergreen Ave,3033750000,3077205,304,Brooklyn,415,37,"Clothing, Shoes, Coats, Accessories, Bedding, Towels",40.69072,-73.91598,Bushwick South,FALSE,509,736,Publicly Accessible Donation Bins,�info@spingreen.com,800-584-0460,Evergreen Ave,,"Spin Green, LLC",http://www.spingreen.com/,POINT (-73.915981 40.69071699999999),11221,18181,42,2,37,53
22-12 College Point Blvd,4041970000,4099499,407,Queens,919,19,"Clothing, Shoes, Accessories, Bedding and linens, Towels, Coats",40.77971,-73.84639,College Point,FALSE,22-Dec,602,Publicly Accessible Donation Bins,Info@MyCountyRecycling.org,800-261-7099,College Point Blvd,,County Recycling LLC,www.mycountyrecycling.org/contact,POINT (-73.846386 40.77971099999999),11356,14191,22,3,20,67
