the_geom,lots_parking,the_geom_webmercator,acres,acs_tooltip,acs_tooltip_2,acs_tooltip_3,area_sqmi,borocd,cb_email,cb_website,cd_full_title,cd_short_title,cd_son_fy2018,cd_tot_bldgs,cd_tot_resunits,count_hosp_clinic,count_libraries,count_parks,count_public_schools,crime_count,crime_count_boro,crime_count_nyc,crime_per_1000,crime_per_1000_boro,crime_per_1000_nyc,female_10_14,female_15_19,female_20_24,female_25_29,female_30_34,female_35_39,female_40_44,female_45_49,female_5_9,female_50_54,female_55_59,female_60_64,female_65_69,female_70_74,female_75_79,female_80_84,female_85_over,female_under_5,fp_100_area,fp_100_bldg,fp_100_cost_burden,fp_100_cost_burden_value,fp_100_mhhi,fp_100_mortg_value,fp_100_openspace,fp_100_ownerocc,fp_100_ownerocc_value,fp_100_permortg,fp_100_pop,fp_100_rent_burden,fp_100_rent_burden_value,fp_100_resunits,fp_500_area,fp_500_bldg,fp_500_cost_burden,fp_500_cost_burden_value,fp_500_mhhi,fp_500_mortg_value,fp_500_openspace,fp_500_ownerocc,fp_500_ownerocc_value,fp_500_permortg,fp_500_pop,fp_500_rent_burden,fp_500_rent_burden_value,fp_500_resunits,lep_rate,lep_rate_boro,lep_rate_nyc,lot_area_commercial_office,lot_area_industrial_manufacturing,lot_area_mixed_use,lot_area_open_space,lot_area_other_no_data,lot_area_parking,lot_area_public_facility_institution,lot_area_res_1_2_family_bldg,lot_area_res_multifamily_elevator,lot_area_res_multifamily_walkup,lot_area_transportation_utility,lot_area_vacant,lots_commercial_office,lots_industrial_manufacturing,lots_mixed_use,lots_open_space,lots_other_no_data,cartodb_id,lots_public_facility_institution,lots_res_1_2_family_bldg,lots_res_multifamily_elevator,lots_res_multifamily_walkup,lots_total,lots_transportation_utility,lots_vacant,male_10_14,male_15_19,male_20_24,male_25_29,male_30_34,male_35_39,male_40_44,male_45_49,male_5_9,male_50_54,male_55_59,male_60_64,male_65_69,male_70_74,male_75_79,male_80_84,male_85_over,male_under_5,mean_commute,mean_commute_boro,mean_commute_nyc,moe_bach_deg,moe_bach_deg_boro,moe_bach_deg_nyc,moe_foreign_born,moe_hh_rent_burd,moe_hh_rent_burd_boro,moe_hh_rent_burd_nyc,moe_lep_rate,moe_lep_rate_boro,moe_lep_rate_nyc,moe_mean_commute,moe_mean_commute_boro,moe_mean_commute_nyc,moe_over65_rate,moe_over65_rate_boro,moe_over65_rate_nyc,moe_poverty_rate,moe_under18_rate,moe_under18_rate_boro,moe_under18_rate_nyc,moe_unemnployment,moe_unemployment_boro,moe_unemployment_cd,neighborhoods,over65_rate,over65_rate_boro,over65_rate_nyc,pct_asian_nh,pct_bach_deg,pct_bach_deg_boro,pct_bach_deg_nyc,pct_black_nh,pct_clean_strts,pct_clean_strts_boro,pct_clean_strts_nyc,pct_foreign_born,pct_hh_rent_burd,pct_hh_rent_burd_boro,pct_hh_rent_burd_nyc,pct_hispanic,pct_other_nh,pct_served_parks,pct_white_nh,pop_2000,pop_2010,pop_acs,pop_change_00_10,poverty_rate,poverty_rate_boro,poverty_rate_nyc,puma,shared_puma,shared_puma_cd,son_issue_1,son_issue_2,son_issue_3,total_lot_area,under18_rate,under18_rate_boro,under18_rate_nyc,unemployment_boro,unemployment_cd,unemployment_nyc
,199,,2023.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4018, which is an approximation of Brooklyn CD 13","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4018, which is an approximation of Brooklyn CD 13.",2010 Census population counts for floodplain area within Brooklyn CD 13.,3.2,313,edmark@cb.nyc.gov,www1.nyc.gov/site/brooklyncb13/index.page,Brooklyn Community District 13,Brooklyn CD 13,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk13_statement_2018.pdf,7895,46051,14,6,16,25,901,28276,96515,8.662746,11.2,11.8,2.3,2.6,2.8,3,3.2,3.1,3.3,3,2.7,3.5,3.6,3.9,3.7,2.5,3.5,2.1,2.5,3.1,2.57,7466,0.322110793,4047,15000,5554,1.023,0.278927271,12564,0.44205667,84613,0.580296566,16593,43823,4.52,7861,0.321678849,4269,15000,5884,1.023,0.271673934,13271,0.443372768,103452,0.576166296,18155,45976,43.8,22.9,23.1,2839011,667961,3051906,28363944,471480,1611298,4371675,8891287,11727658,4822831,1040312,5802608,252,51,421,75,38,37,117,3534,180,1425,6766,79,395,2.8,2.4,2.5,3.6,2.6,2.9,2.5,2.8,2.8,2.8,2.8,2.7,2.9,1.7,2,1.3,1.3,3.1,46.4,42.4,40.8,1.6,0.3,0.2,1.1,2,0.5,0.3,1.2,0.2,0.1,1,0.2,0.1,0.8,0.1,0.1,1.3,0.8,0,0.1,0.1,0.1,0.8,"Brighton Beach, Coney Island, Gravesend, Homecrest, Sea Gate, West Brighton",23.4,12.8,13.6,14,36.6,35.2,36.7,11.1,94.5,92.1,95.1,52.5,46.5,45.8,44.5,15.7,2.5,95,56.6,106120,104278,114207,-0.02,24.4,20.9,19.8,4018,false,,Resiliency,Street conditions (roadway maintenance),Traffic,73661971,19.8,23.1,21,5.1,5.4,4.9
,61,,1886.6,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4015, which is an approximation of Brooklyn CD 14","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4015, which is an approximation of Brooklyn CD 14.",2010 Census population counts for floodplain area within Brooklyn CD 14.,2.9,314,info@cb14brooklyn.com,www.cb14brooklyn.com,Brooklyn Community District 14,Brooklyn CD 14,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk14_statement_2018.pdf,17015,60505,20,5,2,25,1300,28276,96515,8.833473,11.2,11.8,3.2,3,4.1,4.8,4.1,3.4,3.6,3,3.6,3.1,3.3,2.9,2.3,1.4,1.3,0.9,1.2,3.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,26.2,22.9,23.1,2472208,178998,3563093,2054014,50165,407180,4734744,26616864,8210101,5541252,1444841,404043,363,16,1197,11,9,38,242,7833,530,1237,11700,81,120,3.2,3.1,3.3,3.9,3.5,3.5,2.9,2.8,3.4,2.6,2.5,2.6,1.9,1.4,0.9,0.6,0.5,4.2,42.1,42.4,40.8,0.9,0.3,0.2,0.9,1.6,0.5,0.3,1.1,0.2,0.1,0.7,0.2,0.1,0.5,0.1,0.1,0.9,0.7,0,0.1,0.1,0.1,0.5,"Ditmas Park, Flatbush, Manhattan Terrace, Midwood, Ocean Parkway, Prospect Park South",12.5,12.8,13.6,10.7,37.3,35.2,36.7,30.7,92.4,92.1,95.1,41.6,50.1,45.8,44.5,15.7,2.7,59,40.3,168806,160664,164081,-0.05,21.5,20.9,19.8,4015,false,,Parks,Street conditions (roadway maintenance),Traffic,55677503,25.3,23.1,21,5.1,4.9,4.9
,177,,3022.2,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4016, which is an approximation of Brooklyn CD 15","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4016, which is an approximation of Brooklyn CD 15.",2010 Census population counts for floodplain area within Brooklyn CD 15.,4.7,315,bklcb15@verizon.net,www.nyc.gov/html/bkncb15,Brooklyn Community District 15,Brooklyn CD 15,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk15_statement_2018.pdf,30643,64260,18,6,11,23,1255,28276,96515,7.90535,11.2,11.8,2.7,2.5,2.8,3.8,3.3,3.4,2.9,3.3,3,3.4,3.6,3.5,3.2,2.1,1.6,1.1,2,3.4,1.43,8900,0.341156748,3256,39000,4774,0.058,0.499947617,9544,0.500209556,36291,0.529976941,4137,22255,3.2,16875,0.338894307,6602,34000,9473,0.063,0.491708524,19481,0.486268672,82392,0.518300087,8964,38748,34.6,22.9,23.1,4883481,392930,4086542,3296236,548531,652778,7705114,45550607,9049844,7262733,2299402,5783815,656,34,1223,53,62,39,248,17712,288,2160,23339,65,661,3,2.6,3.2,3.4,3.2,3.1,2.9,2.9,3,3.2,3.3,3.1,2.8,1.7,1.5,0.9,1.1,3.8,44.9,42.4,40.8,1.1,0.3,0.2,1.1,1.9,0.5,0.3,1.2,0.2,0.1,0.7,0.2,0.1,0.7,0.1,0.1,1,0.6,0,0.1,0.1,0.1,0.5,"Gerritsen Beach, Gravesend, Homecrest, Kings Highway, Manhattan Beach, Plumb Beach, Sheepshead Bay",18,12.8,13.6,17.2,39.9,35.2,36.7,3.9,94.2,92.1,95.1,49.1,48,45.8,44.5,10,2,76,66.8,160319,159650,154037,0,18.6,20.9,19.8,4016,false,,Traffic,Transit (buses & subways),Trash removal & cleanliness,91512013,22.1,23.1,21,5.1,4.1,4.9
,159,,1188.4,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4007, which is an approximation of Brooklyn CD 16","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4007, which is an approximation of Brooklyn CD 16.",2010 Census population counts for floodplain area within Brooklyn CD 16.,1.9,316,bk16@cb.nyc.gov,www.nyc.gov/brooklyncb16,Brooklyn Community District 16,Brooklyn CD 16,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk16_statement_2018.pdf,8567,35342,9,3,17,34,1624,28276,96515,12.58877,11.2,11.8,3.7,3.5,3.5,5,4,4.4,4.3,3.9,3.1,4.2,3.3,2.8,2.4,1.5,1.3,1,0.7,3.7,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.01,0,0,0,,0,0,0,0,0,0,0,0,0,10.1,22.9,23.1,1293167,1383033,2352770,1913162,292397,795944,3220141,7766708,5708857,7123647,1595828,1230708,215,140,623,66,59,40,210,3745,66,2384,8156,97,392,3.9,3.5,4.1,3.6,3.1,2.4,2.6,2.5,3.4,2.9,2.5,1.7,1.5,1,0.7,0.2,0.4,4,47,42.4,40.8,0.9,0.3,0.2,1.2,2,0.5,0.3,0.8,0.2,0.1,1.1,0.2,0.1,0.6,0.1,0.1,1.4,1.2,0,0.1,0.1,0.1,0.7,"Broadway Junction, Brownsville, Ocean Hill",10.6,12.8,13.6,1.4,13.6,35.2,36.7,73.1,86.9,92.1,95.1,29.7,54.3,45.8,44.5,21.5,1.2,99,2.6,85343,86468,121459,0.01,29.4,20.9,19.8,4007,false,,Affordable housing,Health care services,Youth and children’s services,34676362,26.1,23.1,21,5.1,8.3,4.9
,156,,2153.2,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4010, which is an approximation of Brooklyn CD 17","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4010, which is an approximation of Brooklyn CD 17.",2010 Census population counts for floodplain area within Brooklyn CD 17.,3.4,317,bk17@cb.nyc.gov,www.cb17brooklyn.org,Brooklyn Community District 17,Brooklyn CD 17,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk17_statement_2018.pdf,24400,57066,10,4,6,31,1968,28276,96515,14.626822,11.2,11.8,2.9,3.5,3.6,4.3,4.4,3.4,4,4,2.9,3.9,3.8,3.5,3.1,2.2,1.8,1.2,1.2,2.9,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,8.7,22.9,23.1,2188291,1864669,3458305,3506575,366770,838058,4365436,27150186,3514223,11418106,1833109,608694,287,183,1127,16,59,41,260,11896,144,3769,18252,137,218,2.9,3,3.3,3.5,2.9,2.6,3,2.6,3.1,2.9,2.5,2.2,1.6,1.8,1.1,0.7,0.5,3.2,46.7,42.4,40.8,1,0.3,0.2,1.2,1.8,0.5,0.3,0.7,0.2,0.1,0.7,0.2,0.1,0.6,0.1,0.1,1.1,0.6,0,0.1,0.1,0.1,0.5,"East Flatbush, Farragut, Flatbush, Northeast Flatbush, Remsen Village, Rugby, Erasmus",15.2,12.8,13.6,1.4,23.7,35.2,36.7,87.1,94.2,92.1,95.1,52.2,50.4,45.8,44.5,7.4,1.7,61,2.5,165753,155252,138044,-0.06,19.5,20.9,19.8,4010,false,,Cultural facilities & programs,Schools,Senior services,61112422,21.8,23.1,21,5.1,4.9,4.9
,197,,5410.5,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4009, which is an approximation of Brooklyn CD 18","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4009, which is an approximation of Brooklyn CD 18.",2010 Census population counts for floodplain area within Brooklyn CD 18.,8.5,318,bkbrd18@optonline.net,,Brooklyn Community District 18,Brooklyn CD 18,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/bk18_statement_2018.pdf,44947,65392,11,6,19,35,1827,28276,96515,9.498186,11.2,11.8,3.4,3.1,3.6,3.7,3.5,3,3.7,3.7,3.2,4.1,3.9,3.8,2.9,2,1.3,1,1.3,3,3.83,8647,0.491240256,6365,36000,9618,2.649,0.550846017,12957,0.742301459,31115,0.508589915,4559,14545,8.71,19797,0.474066893,10758,35000,16996,2.811,0.537481348,22693,0.748953422,77004,0.497960631,8424,32881,12.7,22.9,23.1,8464193,4961217,2352641,49057282,1314633,2736702,8282095,77087820,5232514,9235571,6246302,28488487,546,146,856,49,96,42,230,30334,38,2379,35577,174,532,3.3,3.5,3.3,3.4,3.1,2.8,2.8,2.9,2.9,3,3.2,2.9,2.3,1.3,1,0.6,0.6,3.1,47.5,42.4,40.8,0.9,0.3,0.2,0.8,1.8,0.5,0.3,0.6,0.2,0.1,0.7,0.2,0.1,0.4,0.1,0.1,0.8,0.6,0,0.1,0.1,0.1,0.3,"Bergen Beach, Canarsie, Flatlands, Georgetown, Marine Park, Mill Basin, Mill Island, Paerdegat Basin",14.2,12.8,13.6,4.7,31.1,35.2,36.7,62.5,93.4,92.1,95.1,40.2,42,45.8,44.5,8.2,1.7,77,22.8,194653,193543,211993,-0.01,14.6,20.9,19.8,4009,false,,Parks,Resiliency,Street conditions (roadway maintenance),203459457,22.9,23.1,21,5.1,4.9,4.9
,383,,3938,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4101, which is an approximation of Queens CD 1","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4101, which is an approximation of Queens CD 1.",2010 Census population counts for floodplain area within Queens CD 1.,6.2,401,Qn01@cb.nyc.gov,www1.nyc.gov/site/queenscb1/index.page,Queens Community District 1,Queens CD 1,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn01_statement_2018.pdf,24420,84490,19,6,13,32,1971,19371,96515,12.989852,9.1,11.8,1.7,1.8,3.4,7.5,6.4,4.3,2.8,3,1.8,3.1,2.8,2.4,2.2,1.7,1.2,1,1.3,2.3,1.33,1093,0.42907058,614,51000,820,0.143,0.218339945,1431,0.573025856,3806,0.540469974,2277,5933,2.86,1961,0.471309465,961,41000,1070,0.151,0.179901182,2039,0.524767043,10550,0.498238288,3818,12800,24.2,29.3,23.1,7753275,10431963,6568787,8377985,521348,2686046,4640052,18963497,8160973,19541828,9934032,3083370,651,827,1725,56,44,43,194,8269,209,6396,19374,246,374,2,1.8,3.3,6.9,6.5,4.8,3.6,3.2,2.1,2.9,2.3,2.3,1.7,1.3,1,0.7,0.5,2.6,39,43.5,40.8,1,0.3,0.2,0.9,1.4,0.6,0.3,0.8,0.3,0.1,0.5,0.2,0.1,0.5,0,0.1,0.8,0.6,0,0.1,0.1,0.1,0.4,"Astoria, Astoria Heights, Queensbridge, Dutch Kills, Long Island City, Ravenswood, Rikers Island (BX), Steinway",12.6,14.3,13.6,16.3,44.9,30.8,36.7,6.7,96,96.5,95.1,40.1,38.4,46.8,44.5,26.8,2.9,63,47.3,211220,191105,173656,-0.1,18.1,19.3,19.8,4101,false,,Affordable housing,Police-community relations,Other,100663156,14.6,20.2,21,4.4,5,4.9
,390,,3211.4,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4109, which is an approximation of Queens CD 2","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4109, which is an approximation of Queens CD 2.",2010 Census population counts for floodplain area within Queens CD 2.,5,402,qn02@cb.nyc.gov,www.nyc.gov/queenscb2,Queens Community District 2,Queens CD 2,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn02_statement_2018.pdf,12113,55803,6,3,20,32,986,19371,96515,7.547115,9.1,11.8,1.9,2.1,2.6,5.2,5.1,4.7,3.8,3.3,2.2,2.9,3,2.4,2.3,1.6,1.2,0.9,0.9,2.6,0.64,505,0.261445783,434,101000,1193,0.083,0.176953417,1660,0.718674699,5875,0.361837328,1993,8664,1.31,1081,0.243902439,460,98000,1337,0.089,0.177890964,1886,0.708907741,9392,0.359143846,2282,14643,39.6,29.3,23.1,4921842,22180936,3480382,13725196,1220372,4910119,3463140,10339724,4771629,7535660,5994574,3083148,417,893,709,55,48,44,139,4742,199,2596,10757,210,359,2.4,1.7,2.9,5,5.6,5.5,5,4.2,2.2,3.6,2.7,2.6,1.8,1.3,1,0.6,0.3,2.8,37.4,43.5,40.8,1.1,0.3,0.2,1.3,1.9,0.6,0.3,1.3,0.3,0.1,0.5,0.2,0.1,0.6,0,0.1,1,0.8,0,0.1,0.1,0.1,0.4,"Blissville, Hunters Point, Long Island City, Sunnyside, Sunnyside Gardens, Woodside",12,14.3,13.6,35.5,39.4,30.8,36.7,1.4,93.5,96.5,95.1,54.8,42.7,46.8,44.5,32.4,2.3,77,28.2,109920,113200,138893,0.03,18.8,19.3,19.8,4109,false,,Affordable housing,Health care services,Schools,85626722,16.5,20.2,21,4.4,3.2,4.9
,110,,1905.3,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4102, which is an approximation of Queens CD 3","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4102, which is an approximation of Queens CD 3.",2010 Census population counts for floodplain area within Queens CD 3.,3,403,communityboard3@nyc.rr.com,www.cb3qn.nyc.gov,Queens Community District 3,Queens CD 3,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn03_statement_2018.pdf,18893,52716,10,4,13,22,1829,19371,96515,10.079284,9.1,11.8,2.7,2.6,3.5,4.2,4,3.8,3.2,3.3,2.9,3,2.4,2.5,2.3,1.9,1.1,1,1,3.5,1.06,8,0,0,,0,0,0,0,0,0,0,0,5,2.12,11,0.464594128,269,52000,370,0,0.382178218,579,0.639032815,0,0.688385269,486,11,48.1,29.3,23.1,5350642,283946,2609701,2002935,49170,1013148,3435845,22982084,5024552,9842362,568339,734112,451,23,806,20,15,45,145,9210,196,3395,14654,46,237,3.1,2.7,3.5,4.4,4.9,4.2,4.3,3.9,3,3.4,3.1,2,1.7,1.1,1,0.5,0.5,3.7,42.5,43.5,40.8,0.9,0.3,0.2,1.1,2.3,0.6,0.3,1.1,0.3,0.1,0.6,0.2,0.1,0.6,0,0.1,1,0.7,0,0.1,0.1,0.1,0.3,"East Elmhurst, Jackson Heights, North Corona",12.1,14.3,13.6,17,20.1,30.8,36.7,4.8,94.3,96.5,95.1,59.8,53.7,46.8,44.5,66.9,1.5,71,10,169083,171576,180187,0.01,24,19.3,19.8,4102,false,,Affordable housing,Schools,Senior services,53896836,22.1,20.2,21,4.4,3.7,4.9
,136,,1506.8,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4107, which is an approximation of Queens CD 4","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4107, which is an approximation of Queens CD 4.",2010 Census population counts for floodplain area within Queens CD 4.,2.4,404,qn04@cb.nyc.gov,www1.nyc.gov/site/queenscb4/index.page,Queens Community District 4,Queens CD 4,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn04_statement_2018.pdf,14600,52627,5,2,12,27,1344,19371,96515,10.227701,9.1,11.8,2.7,2.4,3,3.8,4,3.8,3.7,3.1,2.9,3,3.1,3,2.3,1.4,1.5,0.9,1,3.2,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,0.426470588,29,61000,29,0.001,0.159250586,68,0.426470588,0,0.487465181,175,9,50.7,29.3,23.1,2893499,825694,3308170,1164084,15776,567672,2937349,11837003,4728711,12164561,1081929,537343,393,64,849,25,4,46,127,4930,191,4916,11906,70,201,3,2.9,3.6,4.7,4.5,4.2,4.3,3.3,3.3,3.2,3,2.6,1.8,1.3,0.8,0.5,0.5,3.7,42.7,43.5,40.8,1.4,0.3,0.2,1.1,2.4,0.6,0.3,1.3,0.3,0.1,0.7,0.2,0.1,0.6,0,0.1,1.4,0.8,0,0.1,0.1,0.1,0.4,"Corona, Corona Heights, Elmhurst, Lefrak City",12.1,14.3,13.6,34.2,22,30.8,36.7,7.6,95.4,96.5,95.1,62.9,54.9,46.8,44.5,49.7,1.9,76,6.7,167005,172598,143228,0.03,25.6,19.3,19.8,4107,false,,Neighborhood preservation (development trends),Schools,Traffic,42061791,22.2,20.2,21,4.4,3.6,4.9
,437,,4829.4,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4110, which is an approximation of Queens CD 5","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4110, which is an approximation of Queens CD 5.",2010 Census population counts for floodplain area within Queens CD 5.,7.5,405,qnscb5@nyc.rr.com,www.nyc.gov/qnscb5,Queens Community District 5,Queens CD 5,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn05_statement_2018.pdf,41562,66031,6,4,13,29,1268,19371,96515,8.014425,9.1,11.8,3.2,2.6,3,4.1,4.3,4.1,3.3,3.7,2.7,3.5,3.5,3.1,2.3,1.4,1.5,1.1,1.1,2.9,0.1,44,0,0,,0,0,0,0,0,0,0,0,0,0.27,87,0.436619718,93,45000,141,0,0.27133758,213,0.661971831,3,0.634615385,330,0,23.4,29.3,23.1,4649953,15429716,4888051,51196971,824795,2151448,3782954,49979006,815939,15820137,8474701,1255208,339,592,1801,85,66,47,172,21401,19,5896,31462,161,493,2.6,2.9,3.5,4.2,3.9,3.9,3.5,3.5,3.3,3.5,3.3,2.6,1.8,1.2,0.9,0.6,0.6,3.1,40.7,43.5,40.8,0.8,0.3,0.2,0.9,1.6,0.6,0.3,0.8,0.3,0.1,0.5,0.2,0.1,0.6,0,0.1,0.7,0.6,0,0.1,0.1,0.1,0.3,"Glendale, Maspeth, Middle Village, Ridgewood",12.6,14.3,13.6,8.8,27.5,30.8,36.7,1.3,95.7,96.5,95.1,39.5,41.2,46.8,44.5,36.5,1.3,74,52.1,165911,169190,181598,0.02,16.8,19.3,19.8,4110,false,,Emergency response,Street flooding,Traffic,159268879,21.3,20.2,21,4.4,3.8,4.9
,109,,1898.2,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4108, which is an approximation of Queens CD 6","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4108, which is an approximation of Queens CD 6.",2010 Census population counts for floodplain area within Queens CD 6.,3,406,qn06@cb.nyc.gov,www1.nyc.gov/site/queenscb6/index.page,Queens Community District 6,Queens CD 6,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn06_statement_2018.pdf,14470,55602,7,3,6,17,614,19371,96515,5.406633,9.1,11.8,1.9,1.9,1.9,3.8,4.5,4.3,4,3.4,2.7,3.3,3.9,3.5,3.1,2.5,2,2,2.2,3,0.01,19,0,0,,0,0,0,0,0,0,0,0,448,0.03,84,0.334351145,219,24000,391,0,0.310279488,655,0.596946565,1132,0.506777108,673,967,25.8,29.3,23.1,3655153,92325,3496833,1046308,13312,334528,3334069,25370870,9760180,2703180,2629798,719793,260,3,376,13,2,48,94,8443,304,521,10321,43,153,2,1.3,1.9,3.2,4,3.5,3.5,3.4,2.6,3.1,3.7,2.7,2.8,1.6,1.4,1,1,3.4,42.9,43.5,40.8,1.3,0.3,0.2,1.2,2.3,0.6,0.3,1,0.3,0.1,0.7,0.2,0.1,0.7,0,0.1,1,0.7,0,0.1,0.1,0.1,0.4,"Forest Hills, Forest Hills Gardens, Rego Park",19.6,14.3,13.6,29.2,55.7,30.8,36.7,2.8,98.9,96.5,95.1,50.6,44.9,46.8,44.5,15.8,3.1,79,48.6,115967,113257,116607,-0.02,15.1,19.3,19.8,4108,false,,Schools,Senior services,Transit (buses & subways),53156349,17.7,20.2,21,4.4,3.1,4.9
,359,,7539.8,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4103, which is an approximation of Queens CD 7","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4103, which is an approximation of Queens CD 7.",2010 Census population counts for floodplain area within Queens CD 7.,11.8,407,qn07@cb.nyc.gov,www.nyc.gov/queenscb7,Queens Community District 7,Queens CD 7,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn07_statement_2018.pdf,48642,94225,15,9,27,34,1780,19371,96515,7.653031,9.1,11.8,2.3,2,3.1,3.6,3.6,3.2,3.7,3.9,2.3,4.1,4,3.5,2.8,2,1.9,1.5,2.1,2.7,4.53,1672,0.344830985,3499,54000,5217,0.371,0.559217415,10147,0.514142111,5868,0.495157179,2914,5505,7.23,2843,0.359899329,3861,46000,5446,0.411,0.495428096,10728,0.50764355,10081,0.529447188,4396,9740,53.2,29.3,23.1,12882479,12038643,7286163,41136204,1034760,4310265,16564093,100555872,12767744,18519683,6526717,68711043,864,424,1330,97,60,49,324,27015,275,2972,34769,160,889,2.3,2.4,2.6,3.6,3.4,3.2,3,3.6,2.3,4,3.4,3,2.4,1.9,1.4,1.2,0.9,2.8,40.9,43.5,40.8,1,0.3,0.2,0.8,2,0.6,0.3,1,0.3,0.1,0.6,0.2,0.1,0.5,0,0.1,0.8,0.5,0,0.1,0.1,0.1,0.3,"Auburndale, Bay Terrace, Beechhurst, Clearview, College Point, Downtown Flushing, East Flushing, Flushing, Malba, Murray Hill, Queensboro Hill, Waldheim, Whitestone",18.2,14.3,13.6,52.6,26.2,30.8,36.7,2.1,97.3,96.5,95.1,57.2,56.4,46.8,44.5,17.4,2.5,80,25.7,242952,247354,252138,0.02,25.5,19.3,19.8,4103,false,,Street conditions (roadway maintenance),Street flooding,Traffic,302333666,17.5,20.2,21,4.4,2.8,4.9
,50,,4765.3,"American Community Survey 2013-2017 5-Year Estimates for PUMA 4106, which is an approximation of Queens CD 8","American Community Survey (ACS) 2013-2017 5-year estimates for floodplain area within PUMA 4106, which is an approximation of Queens CD 8.",2010 Census population counts for floodplain area within Queens CD 8.,7.4,408,qn08@cb.nyc.gov,www1.nyc.gov/site/queenscb8/index.page,Queens Community District 8,Queens CD 8,http://www1.nyc.gov/assets/planning/download/pdf/community/community-portal/statement_needs/qn08_statement_2018.pdf,30129,56704,7,6,17,35,1071,19371,96515,7.023903,9.1,11.8,2.4,3.1,3.7,4.2,3.5,3.3,3.4,3.1,2.8,3.6,3.5,3.8,2.8,1.7,1.2,1.2,1.4,3.6,0.03,0,0,0,,0,0.021,0,0,0,0,0,0,0,0.08,106,0,0,,0,0.682,0,0,0,0,0,0,210,27.7,29.3,23.1,4480605,59612,2037651,19159537,43079,420486,16619314,64436651,10955325,22562609,574614,1018544,303,11,356,30,7,50,177,16904,125,1153,19358,40,202,2.5,3.2,3.6,3.6,3.9,2.6,3.3,2.8,2.9,2.9,3.4,2.8,2.1,1.7,1.1,0.9,0.8,3.4,43.8,43.5,40.8,1.3,0.3,0.2,1.1,2.2,0.6,0.3,1.2,0.3,0.1,0.8,0.2,0.1,0.6,0,0.1,1.3,0.8,0,0.1,0.1,0.1,0.6,"Briarwood, Fresh Meadows, Hillcrest, Holliswood, Jamaica, Jamaica Estates, Jamaica Hills, Kew Gardens Hills, Pomonok, Utopia",15,14.3,13.6,34.3,39.3,30.8,36.7,11.5,98,96.5,95.1,46.9,48.9,46.8,44.5,19.2,4.4,64,30.6,146594,151107,165028,0.03,20.8,19.3,19.8,4106,false,,Parks,Street conditions (roadway maintenance),Street flooding,142368027,20.6,20.2,21,4.4,5.3,4.9
